Session Key,Result,Decline Type,Original Transaction Amount,Transaction Amount,Status Code,Response Message,Transaction Time,Transaction Reversal,Date and Time,Day of the Week
MAT1AUSLU3,success,,62373.47,-42229.25,0,Transaction Approved,2023-09-03 17:58:00,yes,2023-09-03 17:58:00,Sunday
CQ4UF8YMX7,failure,technical,9807.14,-2935.47,100,,2023-09-03 04:50:00,yes,2023-09-03 04:50:00,Sunday
HKCB0SW3KN,success,,882689.45,882689.45,000,Transaction Approved,2023-09-03 12:52:00,no,2023-09-03 12:52:00,Sunday
HOQ86W8GB9,success,,950193.13,-150413.47,00,Transaction Approved,2023-09-03 12:06:00,yes,2023-09-03 12:06:00,Sunday
D87LXRE8TF,success,,685114.23,-469427.9,000,Transaction Approved,2023-09-03 03:34:00,yes,2023-09-03 03:34:00,Sunday
LLFCYMO6M0,success,,900526.15,900526.15,00,Transaction Approved,2023-09-03 12:11:00,no,2023-09-03 12:11:00,Sunday
DXQ5P0JVZ7,success,,312594.18,312594.18,0,Transaction Approved,2023-09-03 09:23:00,no,2023-09-03 09:23:00,Sunday
ULS70H1NCR,failure,technical,849988.51,-592909.89,200,,2023-09-03 07:43:00,yes,2023-09-03 07:43:00,Sunday
ZFGPKMC2BV,failure,technical,153500.3,-33010.56,200,,2023-09-03 18:36:00,yes,2023-09-03 18:36:00,Sunday
7PXLQ6NFU0,success,,597533.14,597533.14,00,Transaction Approved,2023-09-03 08:50:00,no,2023-09-03 08:50:00,Sunday
EHTMUU0ZQL,success,,595232.42,595232.42,000,Transaction Approved,2023-09-03 05:05:00,no,2023-09-03 05:05:00,Sunday
9SYHOIYM3M,success,,108585.51,-48635.08,00,Transaction Approved,2023-09-03 15:43:00,yes,2023-09-03 15:43:00,Sunday
J63FVU139C,failure,business,501538.41,-293559.29,500,,2023-09-03 17:49:00,yes,2023-09-03 17:49:00,Sunday
765YHGITJL,success,,969622.99,-732531.59,000,Transaction Approved,2023-09-03 11:45:00,yes,2023-09-03 11:45:00,Sunday
AWUKXOSG9V,success,,558528.53,558528.53,00,Transaction Approved,2023-09-03 09:01:00,no,2023-09-03 09:01:00,Sunday
0GGBGUVO1E,success,,856033.66,-643159.22,000,Transaction Approved,2023-09-03 05:04:00,yes,2023-09-03 05:04:00,Sunday
YM4A3L6H4S,failure,technical,835746.22,835746.22,100,,2023-09-03 08:06:00,no,2023-09-03 08:06:00,Sunday
3B3W08EL78,failure,business,985878.11,985878.11,600,,2023-09-03 04:11:00,no,2023-09-03 04:11:00,Sunday
JL5F5XVC75,success,,824232.4,-219035.49,0,Transaction Approved,2023-09-03 07:45:00,yes,2023-09-03 07:45:00,Sunday
8X4ETY4I7F,success,,481671.34,-374605.37,00,Transaction Approved,2023-09-03 23:26:00,yes,2023-09-03 23:26:00,Sunday
R2AH25A44U,failure,business,261393.84,261393.84,600,,2023-09-03 06:47:00,no,2023-09-03 06:47:00,Sunday
42PN2SSC57,success,,226831.89,-190681.25,00,Transaction Approved,2023-09-03 07:15:00,yes,2023-09-03 07:15:00,Sunday
QI4NFOIM8G,success,,134593.1,-117195.07,000,Transaction Approved,2023-09-03 03:33:00,yes,2023-09-03 03:33:00,Sunday
84NF7ZX511,success,,182842.2,182842.2,00,Transaction Approved,2023-09-03 08:21:00,no,2023-09-03 08:21:00,Sunday
LBDM639LGJ,success,,682447.89,682447.89,000,Transaction Approved,2023-09-03 13:58:00,no,2023-09-03 13:58:00,Sunday
L94FEV48G3,success,,712905.79,-639919.38,00,Transaction Approved,2023-09-03 13:43:00,yes,2023-09-03 13:43:00,Sunday
S99BM6TQ99,failure,technical,814893.49,814893.49,300,,2023-09-03 20:59:00,no,2023-09-03 20:59:00,Sunday
7BFJBZCZUR,failure,technical,318444.73,-81717.5,200,,2023-09-03 23:27:00,yes,2023-09-03 23:27:00,Sunday
1ITN7VTRU0,failure,business,127375.45,-80229.4,400,,2023-09-03 15:15:00,yes,2023-09-03 15:15:00,Sunday
CWRLTDSR7X,success,,955412.66,955412.66,0,Transaction Approved,2023-09-03 00:25:00,no,2023-09-03 00:25:00,Sunday
JQYQ8R86D3,failure,business,521939.96,-390758.95,400,,2023-09-03 16:10:00,yes,2023-09-03 16:10:00,Sunday
7LJHS7LQ5B,failure,business,300063.93,300063.93,400,,2023-09-03 22:29:00,no,2023-09-03 22:29:00,Sunday
HQ92KSA605,success,,607582.68,607582.68,00,Transaction Approved,2023-09-03 13:15:00,no,2023-09-03 13:15:00,Sunday
2N24SU6QBC,failure,technical,266286.87,-146824.23,100,,2023-09-03 20:44:00,yes,2023-09-03 20:44:00,Sunday
1HQ6235IST,failure,technical,437763.89,437763.89,100,,2023-09-03 00:57:00,no,2023-09-03 00:57:00,Sunday
0T489D2FCD,failure,technical,151450.19,-21624.4,100,,2023-09-03 23:50:00,yes,2023-09-03 23:50:00,Sunday
3Y2V2CL95G,success,,369129.85,-280009.2,0,Transaction Approved,2023-09-03 12:06:00,yes,2023-09-03 12:06:00,Sunday
M8T64KH0WU,failure,technical,289015.09,-219178.06,300,,2023-09-03 23:45:00,yes,2023-09-03 23:45:00,Sunday
BAU6TU32VD,success,,178105.74,178105.74,000,Transaction Approved,2023-09-03 03:51:00,no,2023-09-03 03:51:00,Sunday
L62LWJ1U7A,failure,business,862952.42,-357010.53,500,,2023-09-03 18:46:00,yes,2023-09-03 18:46:00,Sunday
1V6KWVX2PH,success,,859300.51,859300.51,000,Transaction Approved,2023-09-03 10:54:00,no,2023-09-03 10:54:00,Sunday
U9QUHL5HTX,success,,33221.27,-8675.01,000,Transaction Approved,2023-09-03 02:01:00,yes,2023-09-03 02:01:00,Sunday
3VGS0ROC7N,success,,157088.39,157088.39,0,Transaction Approved,2023-09-03 00:55:00,no,2023-09-03 00:55:00,Sunday
R3ZOAFSH7P,failure,technical,891638.57,891638.57,200,,2023-09-03 00:50:00,no,2023-09-03 00:50:00,Sunday
8K8W9Z5XAW,success,,427392.6,-314089.37,0,Transaction Approved,2023-09-03 01:12:00,yes,2023-09-03 01:12:00,Sunday
2QVSE1RXZK,success,,729760.9,-449540.7,000,Transaction Approved,2023-09-03 02:59:00,yes,2023-09-03 02:59:00,Sunday
EWETIALZPC,failure,business,918892.48,-726365.31,500,,2023-09-03 11:48:00,yes,2023-09-03 11:48:00,Sunday
T8T7A806EA,success,,640050.28,640050.28,0,Transaction Approved,2023-09-03 01:42:00,no,2023-09-03 01:42:00,Sunday
C1HKQO15WL,success,,640679.52,-388357.16,000,Transaction Approved,2023-09-03 05:44:00,yes,2023-09-03 05:44:00,Sunday
13KVD3NMI1,failure,technical,703656.95,703656.95,200,,2023-09-03 01:51:00,no,2023-09-03 01:51:00,Sunday
UZ9K1KLEJ6,failure,technical,123440.23,123440.23,200,,2023-09-03 03:49:00,no,2023-09-03 03:49:00,Sunday
6FMUL897I4,success,,267681.41,267681.41,000,Transaction Approved,2023-09-03 12:28:00,no,2023-09-03 12:28:00,Sunday
ZGMQ1MFWIK,success,,372921.05,372921.05,000,Transaction Approved,2023-09-03 06:04:00,no,2023-09-03 06:04:00,Sunday
DUGCLDDMKT,failure,technical,861352.64,-382634.54,200,,2023-09-03 16:36:00,yes,2023-09-03 16:36:00,Sunday
Z2PT1GZNDZ,failure,technical,504180.73,-424607.98,300,,2023-09-03 05:19:00,yes,2023-09-03 05:19:00,Sunday
ZXX80N88BY,failure,technical,784822.66,-88138.45,300,,2023-09-03 18:10:00,yes,2023-09-03 18:10:00,Sunday
MC9YXGOC48,success,,950875.09,950875.09,0,Transaction Approved,2023-09-03 09:18:00,no,2023-09-03 09:18:00,Sunday
LDCDK49N2Q,failure,technical,892548.99,892548.99,200,,2023-09-03 12:54:00,no,2023-09-03 12:54:00,Sunday
8XTJFLFE0T,failure,technical,843606.16,843606.16,200,,2023-09-03 02:33:00,no,2023-09-03 02:33:00,Sunday
1LAEUQCLSN,success,,49603.4,-19802.54,000,Transaction Approved,2023-09-03 01:06:00,yes,2023-09-03 01:06:00,Sunday
EFAGWZMT3X,failure,business,435250.22,435250.22,400,,2023-09-03 07:38:00,no,2023-09-03 07:38:00,Sunday
DD9W26WGRQ,failure,business,232355.45,-65801.32,400,,2023-09-03 20:01:00,yes,2023-09-03 20:01:00,Sunday
2GIUIPQGTJ,success,,846848.01,846848.01,000,Transaction Approved,2023-09-03 01:06:00,no,2023-09-03 01:06:00,Sunday
O6MVAGA2D2,failure,technical,438727.85,438727.85,300,,2023-09-03 19:01:00,no,2023-09-03 19:01:00,Sunday
8PDG67UJS3,success,,152265.72,-36264.51,00,Transaction Approved,2023-09-03 23:28:00,yes,2023-09-03 23:28:00,Sunday
L2PW706AJV,success,,221437.8,221437.8,00,Transaction Approved,2023-09-03 22:55:00,no,2023-09-03 22:55:00,Sunday
TJVP14CX1D,failure,technical,25333.12,25333.12,200,,2023-09-03 02:19:00,no,2023-09-03 02:19:00,Sunday
Y66GV7REZZ,failure,technical,384256.24,384256.24,100,,2023-09-03 09:39:00,no,2023-09-03 09:39:00,Sunday
X41TFDGQ83,success,,942060.17,-160968.23,00,Transaction Approved,2023-09-03 20:53:00,yes,2023-09-03 20:53:00,Sunday
4JODF4PBMQ,success,,346805.84,-102308.5,0,Transaction Approved,2023-09-03 03:28:00,yes,2023-09-03 03:28:00,Sunday
W907J2QPJ5,failure,technical,509795.74,509795.74,300,,2023-09-03 08:11:00,no,2023-09-03 08:11:00,Sunday
YFGTAOGL4U,success,,720208.06,720208.06,00,Transaction Approved,2023-09-03 05:07:00,no,2023-09-03 05:07:00,Sunday
TJ4E4DA7J9,success,,323871.58,-283003.53,000,Transaction Approved,2023-09-03 05:48:00,yes,2023-09-03 05:48:00,Sunday
RATODPK9NF,failure,technical,214373.93,-138329.57,200,,2023-09-03 22:53:00,yes,2023-09-03 22:53:00,Sunday
Y39PB0EESQ,success,,137003.41,137003.41,0,Transaction Approved,2023-09-03 21:45:00,no,2023-09-03 21:45:00,Sunday
44X1N0JHUZ,failure,business,468361.79,468361.79,500,,2023-09-03 22:18:00,no,2023-09-03 22:18:00,Sunday
P8WXSRH4U8,failure,technical,945217.14,945217.14,200,,2023-09-03 10:17:00,no,2023-09-03 10:17:00,Sunday
3BTE9ZWWSP,failure,business,826118.33,-415407.74,500,,2023-09-03 02:34:00,yes,2023-09-03 02:34:00,Sunday
IU36LDV03Y,success,,40095.97,-34963.84,00,Transaction Approved,2023-09-03 06:14:00,yes,2023-09-03 06:14:00,Sunday
ORBTETBI1Z,success,,457585.94,457585.94,00,Transaction Approved,2023-09-03 10:42:00,no,2023-09-03 10:42:00,Sunday
QGWX9T1ILG,failure,technical,170399.5,-95093.55,200,,2023-09-03 13:45:00,yes,2023-09-03 13:45:00,Sunday
D6MEMRD3KP,success,,762301.7,762301.7,00,Transaction Approved,2023-09-03 04:05:00,no,2023-09-03 04:05:00,Sunday
EEZZ189H8Y,failure,technical,520517.07,-102951.08,200,,2023-09-03 21:30:00,yes,2023-09-03 21:30:00,Sunday
VRN3XU60EO,success,,340273.57,340273.57,000,Transaction Approved,2023-09-03 03:20:00,no,2023-09-03 03:20:00,Sunday
XZUP1NOP3J,failure,technical,449514.2,449514.2,100,,2023-09-03 19:54:00,no,2023-09-03 19:54:00,Sunday
ITM6HG0ZBM,failure,technical,731450.19,-520579.12,100,,2023-09-03 09:38:00,yes,2023-09-03 09:38:00,Sunday
8B2MWOKSMS,success,,96227.95,96227.95,00,Transaction Approved,2023-09-03 14:47:00,no,2023-09-03 14:47:00,Sunday
OXSM8KX0CK,success,,122344.62,-79366.83,00,Transaction Approved,2023-09-04 01:25:00,yes,2023-09-04 01:25:00,Monday
6KZG9JZYSY,success,,993881.87,993881.87,000,Transaction Approved,2023-09-04 18:59:00,no,2023-09-04 18:59:00,Monday
PNUNSAU9PW,failure,business,702919.81,702919.81,600,,2023-09-04 07:37:00,no,2023-09-04 07:37:00,Monday
RFKLOKR53E,failure,technical,629532.95,629532.95,300,,2023-09-04 22:58:00,no,2023-09-04 22:58:00,Monday
1W8XP3EP87,success,,81522.86,81522.86,000,Transaction Approved,2023-09-04 01:09:00,no,2023-09-04 01:09:00,Monday
CZT8V5T1V1,success,,158255.53,158255.53,00,Transaction Approved,2023-09-04 05:56:00,no,2023-09-04 05:56:00,Monday
F9RP4VK296,success,,362142.54,362142.54,0,Transaction Approved,2023-09-04 09:19:00,no,2023-09-04 09:19:00,Monday
FEGCVKB5DM,success,,115560.92,-65820.33,0,Transaction Approved,2023-09-04 11:22:00,yes,2023-09-04 11:22:00,Monday
BN5ZMX7DBF,failure,business,856288.83,856288.83,400,,2023-09-04 07:23:00,no,2023-09-04 07:23:00,Monday
L7AHDR9NQ0,success,,302481.15,302481.15,000,Transaction Approved,2023-09-04 14:44:00,no,2023-09-04 14:44:00,Monday
AE3X6WLVRV,success,,21983.92,-13661.35,0,Transaction Approved,2023-09-04 20:46:00,yes,2023-09-04 20:46:00,Monday
TUX8WD3KX8,failure,business,280808.54,280808.54,600,,2023-09-04 01:16:00,no,2023-09-04 01:16:00,Monday
25EIH82O1V,failure,technical,469118.54,-307997.61,300,,2023-09-04 02:10:00,yes,2023-09-04 02:10:00,Monday
PJXL6XCOFS,failure,technical,779710.19,-406642.54,100,,2023-09-04 12:54:00,yes,2023-09-04 12:54:00,Monday
17Z9T3YXOS,failure,technical,342791.98,342791.98,300,,2023-09-04 03:20:00,no,2023-09-04 03:20:00,Monday
4N286EW00V,success,,306986.21,-189198.03,0,Transaction Approved,2023-09-04 21:14:00,yes,2023-09-04 21:14:00,Monday
5XO2NGAW27,success,,747272.16,747272.16,00,Transaction Approved,2023-09-04 15:11:00,no,2023-09-04 15:11:00,Monday
1LLXSL3FCS,success,,93656.17,93656.17,0,Transaction Approved,2023-09-04 07:01:00,no,2023-09-04 07:01:00,Monday
9HQM162C9X,failure,technical,651863.38,-514498.33,300,,2023-09-04 23:08:00,yes,2023-09-04 23:08:00,Monday
4EGQZVAM0P,success,,486085.08,-370447.45,000,Transaction Approved,2023-09-04 11:48:00,yes,2023-09-04 11:48:00,Monday
JCYG9ODFZH,failure,technical,959324.78,959324.78,300,,2023-09-04 11:44:00,no,2023-09-04 11:44:00,Monday
BKM95M0AYW,failure,technical,241858.98,-200610.8,100,,2023-09-04 17:35:00,yes,2023-09-04 17:35:00,Monday
DVK31HD544,failure,business,632368.44,632368.44,400,,2023-09-04 20:16:00,no,2023-09-04 20:16:00,Monday
GQNXIZA0Y7,success,,914555.88,914555.88,000,Transaction Approved,2023-09-04 02:54:00,no,2023-09-04 02:54:00,Monday
OCJYAKYPKK,success,,691261.96,-69444.28,0,Transaction Approved,2023-09-04 09:32:00,yes,2023-09-04 09:32:00,Monday
1P0V6R6DPR,failure,business,977673.47,-828537.72,500,,2023-09-04 14:37:00,yes,2023-09-04 14:37:00,Monday
FGEMWH34ZH,success,,586465.94,586465.94,00,Transaction Approved,2023-09-04 05:17:00,no,2023-09-04 05:17:00,Monday
NSS5VS7T8G,failure,business,13039.1,13039.1,600,,2023-09-04 14:31:00,no,2023-09-04 14:31:00,Monday
MW5O8X3WGE,success,,923649.23,-408525.8,000,Transaction Approved,2023-09-04 18:52:00,yes,2023-09-04 18:52:00,Monday
MU5EAK6GMW,success,,74102.5,74102.5,0,Transaction Approved,2023-09-04 03:44:00,no,2023-09-04 03:44:00,Monday
8SQFO9KC3B,failure,business,478636.41,478636.41,400,,2023-09-04 17:36:00,no,2023-09-04 17:36:00,Monday
DRYSWPHTQ2,failure,technical,518669.47,518669.47,200,,2023-09-04 14:11:00,no,2023-09-04 14:11:00,Monday
CK2OF0F7EA,success,,145891.06,145891.06,00,Transaction Approved,2023-09-04 18:53:00,no,2023-09-04 18:53:00,Monday
I9A0F2J2NS,failure,technical,431127.58,431127.58,100,,2023-09-04 21:12:00,no,2023-09-04 21:12:00,Monday
VJFQU27ZO1,failure,business,725040.35,725040.35,600,,2023-09-04 17:39:00,no,2023-09-04 17:39:00,Monday
8JSN81KGJ7,failure,technical,663425.36,-305246.23,200,,2023-09-04 09:16:00,yes,2023-09-04 09:16:00,Monday
7JWTKB6UDU,success,,859893.65,859893.65,000,Transaction Approved,2023-09-04 10:29:00,no,2023-09-04 10:29:00,Monday
KB4ZG3JWYJ,success,,701073.94,701073.94,0,Transaction Approved,2023-09-04 15:59:00,no,2023-09-04 15:59:00,Monday
G3S6J0IUB4,success,,558717.61,558717.61,000,Transaction Approved,2023-09-04 19:35:00,no,2023-09-04 19:35:00,Monday
NP5L0KC819,success,,292428.48,-130249.01,000,Transaction Approved,2023-09-04 05:22:00,yes,2023-09-04 05:22:00,Monday
LUU3DR4ZGX,failure,business,250115.19,250115.19,400,,2023-09-04 18:33:00,no,2023-09-04 18:33:00,Monday
937D2FRMYB,success,,725076.75,725076.75,0,Transaction Approved,2023-09-04 05:50:00,no,2023-09-04 05:50:00,Monday
KB4T0DIE21,success,,29965.62,-21437.61,00,Transaction Approved,2023-09-04 04:05:00,yes,2023-09-04 04:05:00,Monday
TSH7EJ55V7,failure,business,902713.89,902713.89,400,,2023-09-04 13:27:00,no,2023-09-04 13:27:00,Monday
2OD6CD68RI,success,,78490.02,-68617.34,000,Transaction Approved,2023-09-04 05:39:00,yes,2023-09-04 05:39:00,Monday
5NY0J517RB,success,,761537.99,761537.99,00,Transaction Approved,2023-09-04 08:57:00,no,2023-09-04 08:57:00,Monday
EC646915IB,success,,861883.4,861883.4,0,Transaction Approved,2023-09-04 09:11:00,no,2023-09-04 09:11:00,Monday
HZP4VKGSPW,failure,technical,542020.65,542020.65,300,,2023-09-04 09:40:00,no,2023-09-04 09:40:00,Monday
D2V411LJ8B,success,,383655.42,-71569.71,00,Transaction Approved,2023-09-04 04:46:00,yes,2023-09-04 04:46:00,Monday
6HQD7YIP50,failure,business,387688.95,-314609.34,500,,2023-09-04 05:38:00,yes,2023-09-04 05:38:00,Monday
22HZTKQTR4,success,,441671.9,441671.9,0,Transaction Approved,2023-09-04 12:44:00,no,2023-09-04 12:44:00,Monday
4CDQ7BE5BD,success,,988439.88,988439.88,0,Transaction Approved,2023-09-04 07:29:00,no,2023-09-04 07:29:00,Monday
SN6SXAAL8R,success,,216845.31,216845.31,00,Transaction Approved,2023-09-04 05:09:00,no,2023-09-04 05:09:00,Monday
F87MU3J1NZ,success,,110038.21,-97054.2,000,Transaction Approved,2023-09-04 15:11:00,yes,2023-09-04 15:11:00,Monday
M091CMZCYK,failure,business,815830.53,815830.53,600,,2023-09-04 12:38:00,no,2023-09-04 12:38:00,Monday
YX5SMXNA4I,failure,business,28936.02,-18500.43,400,,2023-09-04 01:29:00,yes,2023-09-04 01:29:00,Monday
CZTJON5MWI,failure,business,406905.31,-241308.09,600,,2023-09-04 16:14:00,yes,2023-09-04 16:14:00,Monday
EWM0U28LVI,success,,239071.96,239071.96,00,Transaction Approved,2023-09-04 01:01:00,no,2023-09-04 01:01:00,Monday
H3EOEQCZZF,failure,technical,391861.35,-42780.02,100,,2023-09-04 01:43:00,yes,2023-09-04 01:43:00,Monday
XA8RI1XPG2,success,,205372.28,205372.28,000,Transaction Approved,2023-09-04 17:34:00,no,2023-09-04 17:34:00,Monday
BXQOMXTVRD,failure,technical,9851.39,-1274.5,200,,2023-09-04 03:40:00,yes,2023-09-04 03:40:00,Monday
X87F12FOU1,failure,business,404127.61,404127.61,400,,2023-09-04 14:46:00,no,2023-09-04 14:46:00,Monday
OJ90F6M8EP,success,,475979.44,475979.44,00,Transaction Approved,2023-09-04 06:43:00,no,2023-09-04 06:43:00,Monday
PBQ9QLXYP7,success,,203319.5,203319.5,00,Transaction Approved,2023-09-04 06:55:00,no,2023-09-04 06:55:00,Monday
D06UHG81ON,failure,business,854431.44,854431.44,500,,2023-09-04 09:38:00,no,2023-09-04 09:38:00,Monday
P57EGWJIGY,failure,technical,508931.12,-125093.12,200,,2023-09-04 15:50:00,yes,2023-09-04 15:50:00,Monday
4YX7HJ20IV,success,,270405.01,-214727.09,0,Transaction Approved,2023-09-04 12:50:00,yes,2023-09-04 12:50:00,Monday
QPC7LFXUTB,success,,331015.84,-114933.08,000,Transaction Approved,2023-09-04 06:18:00,yes,2023-09-04 06:18:00,Monday
FVLYHVESXN,success,,858581.35,-143376.55,0,Transaction Approved,2023-09-04 16:14:00,yes,2023-09-04 16:14:00,Monday
F7INL5J6KW,success,,267955.42,-221445.41,00,Transaction Approved,2023-09-04 06:03:00,yes,2023-09-04 06:03:00,Monday
NXB6U2XXQH,failure,business,794025.51,-572009.72,400,,2023-09-04 21:19:00,yes,2023-09-04 21:19:00,Monday
R9AZGVX2U5,success,,730409.59,-473106.55,000,Transaction Approved,2023-09-04 09:12:00,yes,2023-09-04 09:12:00,Monday
JKB3ZG3B1C,failure,technical,496064.53,496064.53,200,,2023-09-04 23:26:00,no,2023-09-04 23:26:00,Monday
EZYP5TK17K,success,,208691.04,-92638.08,0,Transaction Approved,2023-09-04 20:08:00,yes,2023-09-04 20:08:00,Monday
88EY9ZJZDW,success,,941626.55,941626.55,00,Transaction Approved,2023-09-04 02:49:00,no,2023-09-04 02:49:00,Monday
SBMXS7DRDY,success,,639738.94,-549206.99,00,Transaction Approved,2023-09-04 23:52:00,yes,2023-09-04 23:52:00,Monday
CV8U4OKNYV,success,,666076.32,-232677.66,0,Transaction Approved,2023-09-04 22:27:00,yes,2023-09-04 22:27:00,Monday
MHJ0OK286N,failure,business,812966.51,812966.51,500,,2023-09-04 20:33:00,no,2023-09-04 20:33:00,Monday
Y342JNYPJ4,success,,786152.94,-253711.83,00,Transaction Approved,2023-09-04 02:13:00,yes,2023-09-04 02:13:00,Monday
CTGHHWZZ8D,success,,931597.47,931597.47,00,Transaction Approved,2023-09-04 19:23:00,no,2023-09-04 19:23:00,Monday
I77Q3ANJHN,success,,292603.98,-201747.05,0,Transaction Approved,2023-09-04 17:13:00,yes,2023-09-04 17:13:00,Monday
TB623LO34S,success,,170293.13,170293.13,000,Transaction Approved,2023-09-04 05:01:00,no,2023-09-04 05:01:00,Monday
HQK63R8D4X,failure,business,428602.29,428602.29,600,,2023-09-04 01:54:00,no,2023-09-04 01:54:00,Monday
ZK66KFX52H,failure,business,823650.1,823650.1,400,,2023-09-04 20:27:00,no,2023-09-04 20:27:00,Monday
6T24YBS6TJ,success,,423886.32,-96840.56,000,Transaction Approved,2023-09-04 23:15:00,yes,2023-09-04 23:15:00,Monday
7YWR3RWAXC,success,,210224.94,-108614.22,00,Transaction Approved,2023-09-04 23:20:00,yes,2023-09-04 23:20:00,Monday
8CF74Y7ZMQ,success,,236054.01,-116634.56,00,Transaction Approved,2023-09-04 02:48:00,yes,2023-09-04 02:48:00,Monday
GV73A20HF6,failure,technical,162455.69,162455.69,300,,2023-09-04 14:17:00,no,2023-09-04 14:17:00,Monday
4425PKHOZ4,failure,business,931079.29,-362004.38,600,,2023-09-04 13:41:00,yes,2023-09-04 13:41:00,Monday
CTTXL3JO5C,failure,technical,444887.64,-106816.63,100,,2023-09-04 06:21:00,yes,2023-09-04 06:21:00,Monday
Q9X6AX5MOG,success,,167905.9,167905.9,00,Transaction Approved,2023-09-04 08:44:00,no,2023-09-04 08:44:00,Monday
VV1HDA9YX3,failure,business,325783.5,325783.5,500,,2023-09-04 14:37:00,no,2023-09-04 14:37:00,Monday
569R30J2IN,success,,287574.38,-206579.74,0,Transaction Approved,2023-09-04 02:57:00,yes,2023-09-04 02:57:00,Monday
ULOPNTOZAL,success,,949941.04,-807436.38,00,Transaction Approved,2023-09-04 12:37:00,yes,2023-09-04 12:37:00,Monday
1N2NWQOCFP,failure,business,795386.16,-83863.87,500,,2023-09-04 20:58:00,yes,2023-09-04 20:58:00,Monday
DYX6G41YJQ,success,,223723.95,223723.95,0,Transaction Approved,2023-09-04 19:18:00,no,2023-09-04 19:18:00,Monday
N3O4JHFP52,failure,technical,521355.51,521355.51,300,,2023-09-04 23:50:00,no,2023-09-04 23:50:00,Monday
2SQUVQHGFB,failure,business,822317.65,-364580.04,500,,2023-09-04 23:20:00,yes,2023-09-04 23:20:00,Monday
Y4EWAS0SM4,success,,893954.59,893954.59,0,Transaction Approved,2023-09-04 20:00:00,no,2023-09-04 20:00:00,Monday
QXV477U0RC,success,,54727.08,54727.08,000,Transaction Approved,2023-09-04 03:24:00,no,2023-09-04 03:24:00,Monday
C3EJ3T18QI,success,,173284.37,-108247.0,000,Transaction Approved,2023-09-05 09:37:00,yes,2023-09-05 09:37:00,Tuesday
BECLR4MRQZ,success,,639803.91,639803.91,00,Transaction Approved,2023-09-05 17:48:00,no,2023-09-05 17:48:00,Tuesday
R93MTQYX2S,failure,business,275546.15,-231981.14,500,,2023-09-05 15:51:00,yes,2023-09-05 15:51:00,Tuesday
CNZSIVYZK5,failure,business,193439.04,-84694.14,600,,2023-09-05 11:42:00,yes,2023-09-05 11:42:00,Tuesday
WZQ78BFR49,success,,907311.5,-319796.99,00,Transaction Approved,2023-09-05 13:55:00,yes,2023-09-05 13:55:00,Tuesday
YHRIRXKMLJ,failure,technical,192173.72,-34074.06,300,,2023-09-05 06:26:00,yes,2023-09-05 06:26:00,Tuesday
54R80NDYTO,success,,713011.46,713011.46,000,Transaction Approved,2023-09-05 03:24:00,no,2023-09-05 03:24:00,Tuesday
3OVHKEIXR7,failure,business,134039.89,134039.89,600,,2023-09-05 00:59:00,no,2023-09-05 00:59:00,Tuesday
